timestamp,text,channel,likes,cluster_id,cluster_label,scenario_from_cluster,certainty,sentiment,sentiment_confidence,topic_group,topic_group_confidence,confidence,uncertainty,recent_count,prev_count,growth_ratio,severity_points,sentiment_points,amplification_points,momentum_points,risk_score_raw,risk_score,priority,review_required,risk_drivers,momentum_group_col
2026-01-17T10:10:00+00:00,people saying accounts are being frozen. Sounds unverified. support line is busy,social_media,27.0,4,"official, verify, verify official",other/unclear,5,negative,0.8586925222193131,scam_rumour,0.9847739651282948,0.7045625496914529,0.29543745030854707,2,6,1.0,45.0,8.0,8.227326684623993,0.5555555555555556,61.782882240179546,62,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=8.2; sentiment=negative; certainty=5; confidence=0.7,topic_group
2026-01-17T12:35:00+00:00,card got declined please fix this Overall experience: mixed,review_site,,2,"card, thread, keeps",service/incident,8,negative,0.8236842729913972,service_outage,0.6550806281790323,0.7781214075332257,0.22187859246677433,36,66,1.6222222222222222,40.0,8.0,5.280000000000001,14.187828775302055,67.46782877530205,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=5.3; sentiment=negative; certainty=8; confidence=0.78,topic_group
2026-01-17T12:59:00+00:00,"In the comments: Love the rewards, hate the downtime.",news_comment,,2,"card, thread, keeps",service/incident,10,neutral,0.6453054512768234,general_feedback,0.8188214736759067,0.8573559301182284,0.14264406988177158,0,1,0.6000000000000001,14.0,0.0,6.0,0.0,20.0,20,low,False,topic=general_feedback; severity=14.0; momentum=0.0; amplification=6.0; sentiment=neutral; certainty=10; confidence=0.86,topic_group
2026-01-17T14:41:00+00:00,"In the comments: Quick response from support, appreciated.",news_comment,,2,"card, thread, keeps",service/incident,10,positive,0.9313787525742476,scam_rumour,0.6102920929470251,0.9014720443616794,0.09852795563832062,2,6,1.0,45.0,-4.0,6.0,0.5555555555555556,47.55555555555556,48,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=6.0; sentiment=positive; certainty=10; confidence=0.9,topic_group
2026-01-17T14:49:00+00:00,5★ bill payment failed super annoying,app_store,,2,"card, thread, keeps",service/incident,8,negative,0.9316454505692976,service_outage,0.969573142940122,0.8734082637588138,0.12659173624118625,36,66,1.6222222222222222,40.0,8.0,5.040000000000001,14.187828775302055,67.22782877530204,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=5.0; sentiment=negative; certainty=8; confidence=0.87,topic_group
2026-01-17T16:58:00+00:00,"payments failing I tried reinstalling, no luck #app anyone else?",social_media,1038.0,2,"card, thread, keeps",service/incident,7,negative,0.9798255922444472,service_outage,0.80287414454293,0.8045225065819201,0.19547749341807985,36,66,1.6222222222222222,40.0,8.0,12.464861978404382,14.187828775302055,74.65269075370644,75,high,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=12.5; sentiment=negative; certainty=7; confidence=0.8,topic_group
2026-01-17T22:13:00+00:00,card got declined been happening all week — since this morning,social_media,1776.0,2,"card, thread, keeps",service/incident,8,negative,0.9725673835032174,service_outage,0.9007936919471172,0.8719289534403887,0.12807104655961132,36,66,1.6222222222222222,40.0,8.0,13.094156055074315,14.187828775302055,75.28198483037636,75,high,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=13.1; sentiment=negative; certainty=8; confidence=0.87,topic_group
2026-01-17T22:32:00+00:00,"stuck on loading I tried reinstalling, no luck (thread)",public_forum,,1,"loading, error message, error",service/incident,6,negative,0.9658100270170596,service_outage,0.7384727855666737,0.7374375652184526,0.2625624347815474,36,66,1.6222222222222222,40.0,8.0,4.800000000000001,14.187828775302055,66.98782877530205,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=4.8; sentiment=negative; certainty=6; confidence=0.74,topic_group
2026-01-17T23:47:00+00:00,got a fake call asking for my OTP Don't share OTPs. 💀 is it just me?,social_media,54.0,4,"official, verify, verify official",other/unclear,5,negative,0.8782546448628832,scam_rumour,0.9824775868958936,0.7099719108380436,0.29002808916195644,2,6,1.0,45.0,8.0,9.018979261634458,0.5555555555555556,62.57453481719001,63,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=9.0; sentiment=negative; certainty=5; confidence=0.71,topic_group
2026-01-18T01:54:00+00:00,stuck on loading been happening all week after the update,social_media,78.0,1,"loading, error message, error",service/incident,5,negative,0.9315803438071868,service_outage,0.9561132914691568,0.7206967614359874,0.2793032385640126,36,66,1.6222222222222222,40.0,8.0,9.443593146484192,14.187828775302055,71.63142192178624,72,high,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=9.4; sentiment=negative; certainty=5; confidence=0.72,topic_group
2026-01-18T02:12:00+00:00,Shoutout to the branch staff today 🙌 (thread),public_forum,,2,"card, thread, keeps",service/incident,7,positive,0.903377062867142,general_feedback,0.7700557188225495,0.7750242626246526,0.22497573737534737,0,1,0.6000000000000001,14.0,-4.0,4.800000000000001,0.0,14.8,15,low,False,topic=general_feedback; severity=14.0; momentum=0.0; amplification=4.8; sentiment=positive; certainty=7; confidence=0.78,topic_group
2026-01-18T02:37:00+00:00,got a fake call asking for my OTP Block and report.. this is getting frustrating,social_media,500.0,4,"official, verify, verify official",other/unclear,6,negative,0.99307711449695,scam_rumour,0.9196638523980404,0.781855904828693,0.21814409517130695,2,6,1.0,45.0,8.0,11.609561859841563,0.5555555555555556,65.16511741539712,65,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=11.6; sentiment=negative; certainty=6; confidence=0.78,topic_group
2026-01-18T03:28:00+00:00,Good products but the app reliability needs work. #banking,social_media,3278.0,2,"card, thread, keeps",service/incident,8,positive,0.7932963184022447,general_feedback,0.5281514482142463,0.7436191851635227,0.25638081483647734,0,1,0.6000000000000001,14.0,-4.0,13.812501825007288,0.0,23.81250182500729,24,low,False,topic=general_feedback; severity=14.0; momentum=0.0; amplification=13.8; sentiment=positive; certainty=8; confidence=0.74,topic_group
2026-01-18T03:38:00+00:00,saw a phishing message about 'account locked' Please stay alert. (thread),public_forum,,4,"official, verify, verify official",other/unclear,6,negative,0.9448351705501582,scam_rumour,0.9501788430705056,0.7734863197791485,0.2265136802208515,2,6,1.0,45.0,8.0,4.800000000000001,0.5555555555555556,58.355555555555554,58,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=4.8; sentiment=negative; certainty=6; confidence=0.77,topic_group
2026-01-18T07:04:00+00:00,"In the comments: Issue got resolved quickly, thanks.",news_comment,,2,"card, thread, keeps",service/incident,10,positive,0.9900028218333312,service_outage,0.4251568909772163,0.8820322247454426,0.11796777525455737,36,66,1.6222222222222222,40.0,-4.0,6.0,14.187828775302055,56.18782877530205,56,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=6.0; sentiment=positive; certainty=10; confidence=0.88,topic_group
2026-01-18T08:32:00+00:00,Support is taking forever to respond. 🙌 This is happening a lot lately.,social_media,3089.0,4,"official, verify, verify official",other/unclear,7,negative,0.8929594273390036,scam_rumour,0.5566111013793059,0.7292100484775623,0.2707899515224377,2,6,1.0,45.0,8.0,13.742887894447056,0.5555555555555556,67.29844345000262,67,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=13.7; sentiment=negative; certainty=7; confidence=0.73,topic_group
2026-01-18T12:28:00+00:00,bill payment failed support line is busy Overall experience: poor,review_site,,2,"card, thread, keeps",service/incident,8,negative,0.7673010857365803,service_outage,0.917307701618954,0.8136518660447649,0.18634813395523508,36,66,1.6222222222222222,40.0,8.0,5.280000000000001,14.187828775302055,67.46782877530205,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=5.3; sentiment=negative; certainty=8; confidence=0.81,topic_group
2026-01-18T17:49:00+00:00,"posts claiming services are shutting down. If anyone has info, share.",community_chat,,2,"card, thread, keeps",service/incident,6,negative,0.7678180948807788,service_outage,0.4789568903639551,0.6261368065370246,0.37386319346297536,36,66,1.6222222222222222,40.0,8.0,4.5600000000000005,14.187828775302055,66.74782877530205,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=4.6; sentiment=negative; certainty=6; confidence=0.63,topic_group
2026-01-18T18:31:00+00:00,4★ card got declined after the update,app_store,,2,"card, thread, keeps",service/incident,8,negative,0.954969744442422,service_outage,0.7788303985410439,0.8422570030409353,0.15774299695906469,36,66,1.6222222222222222,40.0,8.0,5.040000000000001,14.187828775302055,67.22782877530204,67,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=5.0; sentiment=negative; certainty=8; confidence=0.84,topic_group
2026-01-18T19:37:00+00:00,2★ App feels faster lately.,app_store,,2,"card, thread, keeps",service/incident,8,positive,0.890209497830079,service_outage,0.6276644032582996,0.7925957300006836,0.20740426999931638,36,66,1.6222222222222222,40.0,-4.0,5.040000000000001,14.187828775302055,55.22782877530205,55,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=5.0; sentiment=positive; certainty=8; confidence=0.79,topic_group
2026-01-19T03:10:00+00:00,email saying 'verify your account' feels fake Sharing so others don't fall for it. Overall experience: mixed,review_site,,4,"official, verify, verify official",other/unclear,7,negative,0.8022802535725723,scam_rumour,0.8987297508701005,0.7704300262457917,0.2295699737542083,2,6,1.0,45.0,8.0,5.280000000000001,0.5555555555555556,58.83555555555556,59,medium,False,topic=scam_rumour; severity=45.0; momentum=0.6; amplification=5.3; sentiment=negative; certainty=7; confidence=0.77,topic_group
2026-01-19T04:02:00+00:00,Good products but the app reliability needs work. (thread),public_forum,,2,"card, thread, keeps",service/incident,7,positive,0.8567287864954737,service_outage,0.3552777586693885,0.6780741876825197,0.3219258123174803,36,66,1.6222222222222222,40.0,-4.0,4.800000000000001,14.187828775302055,54.98782877530205,55,medium,False,topic=service_outage; severity=40.0; momentum=14.2; amplification=4.8; sentiment=positive; certainty=7; confidence=0.68,topic_group
